x,y,class
-0.617337647,0.007850957,0
-0.194816675,-1.517472247,0
-1.200256953,-0.722946512,0
0.163529117,-0.782264195,0
0.153567761,-0.483449349,1
0.173784633,-0.431376367,1
1.021383574,0.201952169,0
0.177398838,-0.512293685,1
0.191245623,-0.507613505,1
0.61186829,0.927151325,0
0.105788202,0.474303555,0
0.204017659,-0.508679286,1
-0.423657838,-1.395494541,0
0.215382056,-0.514716807,1
0.225652138,-0.522693355,1
-0.278483491,0.500321544,0
0.25657532,-0.454522942,1
1.292257567,-0.930970156,0
-0.343847976,-0.698027772,0
0.272176631,-0.447133466,1
-1.357369733,-0.001912756,0
0.263645045,-0.511199993,1
0.271909647,-0.518206833,1
1.571217557,-0.448313082,0
0.309178145,-0.449884905,1
0.340591029,-0.403636648,1
0.312616097,-0.491804741,1
0.361759965,-0.41015421,1
0.368682433,-0.417965962,1
0.364980996,-0.442614562,1
0.391527231,-0.411904947,1
-0.512698087,-1.382792985,0
0.392260166,-0.424433804,1
1.025930059,0.027094572,0
0.409921578,-0.408679775,1
0.362882907,-0.485370563,1
0.454267532,-0.365708587,1
0.444068907,-0.386800214,1
0.336182132,0.237911696,0
0.465188874,-0.366299835,1
0.461702237,-0.374674255,1
0.438670339,-0.402011552,1
-0.254856789,-0.744860429,0
0.416073012,-0.424543268,1
0.477167284,-0.360720688,1
0.522460418,-0.316287114,1
0.523687042,-0.313732496,1
1.6553454,-0.280407594,0
0.458426293,-0.365762932,1
0.537895169,-0.29513448,1
0.540534433,-0.288066632,1
0.569086476,-0.261351982,1
0.032756285,0.486044679,0
0.787063434,-0.496612515,0
0.588933335,-0.241543425,1
0.963423902,0.406853884,0
0.610294124,-0.221069771,1
0.600772702,-0.219717656,1
-0.277269564,-1.566260068,0
0.608548547,-0.206746008,1
0.549877423,-0.228997993,1
1.597250361,-0.215485097,0
0.612773853,-0.185115428,1
-1.210619977,-0.587410585,0
0.92923475,0.50481286,0
-0.10109698,-1.435917241,0
0.367430473,0.23682575,0
1.433060364,-0.783121893,0
-0.239214716,0.516252234,0
0.605573916,-0.177532896,1
0.579755928,-0.176875267,1
0.60040339,-0.154769068,1
1.03952711,0.22451132,0
0.428110012,-0.795263841,0
0.660241681,-0.118246358,1
0.595516813,-0.128357382,1
0.571619639,-0.120895575,1
-0.518380458,-0.549376365,0
0.669900779,-0.075481997,1
0.199022281,0.407037626,0
0.69134827,-0.055516137,1
0.665105763,-0.047624538,1
0.684332567,-0.028164332,1
0.624945273,-0.023899051,1
0.960233666,0.360967483,0
-1.392842485,-0.101234203,0
0.605602523,-0.00971866,1
0.196261086,0.371426814,0
0.686779444,0.019166269,1
0.592284397,0.025346241,1
0.568984973,0.042439728,1
1.421811261,-0.772097079,0
0.632400976,-0.669864437,0
0.655652311,0.066975615,1
0.735204155,0.086990931,1
0.655731636,0.102488866,1
0.699162182,0.11940406,1
0.617038689,0.140146169,1
0.259238582,1.065146439,0
1.029589023,-1.175162499,0
1.058657465,-1.18448969,0
0.703718461,-1.363310765,0
0.724071382,0.15112778,1
0.728325217,0.166758845,1
0.282934886,0.325979236,0
-0.531618202,0.304773805,0
0.683591022,0.188210362,1
0.573026805,-0.687141011,0
0.664755705,0.207894335,1
0.744916346,0.210691499,1
0.607979139,0.253474863,1
0.674785976,0.256024925,1
0.352367601,-0.806651869,0
1.004105381,-0.071978415,0
1.644083876,-0.126325765,0
1.558195868,-0.343268739,0
0.593983428,0.292848508,1
0.299491896,0.300885569,0
0.717781284,0.275019279,1
0.884206085,-0.40886656,0
0.972635516,-0.053255181,0
0.65190541,0.309517583,1
0.249263139,-0.810309403,0
0.518513139,0.370376664,1
0.644122319,0.341956059,1
0.626520126,0.363071295,1
0.585690261,0.39455813,1
0.64699574,0.380529561,1
-0.662017384,-0.03278927,0
-0.422151022,0.396306014,0
1.460547639,-0.679912166,0
0.164698884,0.447540175,0
-0.70350626,-0.249362087,0
-0.681747284,-0.205311029,0
0.568615027,0.430848135,1
0.612362338,0.420995034,1
0.542782321,0.470718061,1
-0.800023391,0.918734227,0
0.649009361,0.419715261,1
-0.11259275,-0.871906218,0
0.577292982,0.472091333,1
0.551640828,0.497735181,1
0.543784017,0.511488901,1
-0.590401429,0.114828634,0
0.564981743,0.502915698,1
0.5413772,0.526214913,1
0.588758394,0.491326425,1
0.528577266,0.544005733,1
0.457664724,0.610086175,1
0.459474761,0.610987377,1
0.882230224,0.456539917,0
0.480043727,0.590713507,1
0.507978193,0.558237159,1
0.386832444,0.124902224,0
0.44798696,0.61897224,1
-1.31297623,-0.238408928,0
0.404721971,0.664362059,1
0.424078399,0.634444551,1
0.355984614,0.713952812,1
-0.617917133,1.073711712,0
0.352173584,0.710987154,1
-0.936202397,-1.064674716,0
0.382544282,0.655390616,1
0.30681188,0.755317345,1
0.665338623,0.871358334,0
0.327753645,0.70650628,1
0.300576616,0.733022878,1
0.267243631,0.771939046,1
-0.649308979,0.109436252,0
0.28539252,0.712611523,1
0.253802072,0.747066237,1
0.21463857,0.800991436,1
0.902010957,-0.34840754,0
0.245447408,0.692558363,1
0.202409383,0.75583945,1
0.326913413,0.198606176,0
0.141413488,0.877307696,1
0.174557092,0.731675088,1
0.145775228,0.76178192,1
0.126537685,0.760673039,1
0.05920114,0.952019943,1
-0.053448494,0.581143722,0
-1.282421597,0.436630853,0
-0.592771671,-0.405616463,0
0.058309726,0.884972818,1
0.051994844,0.824578976,1
0.038785581,0.783520387,1
0.012238943,0.819220518,1
-0.246228688,0.441470716,0
1.660927746,-0.042043253,0
0.671891444,-0.609714492,0
-1.188367121,-0.653362785,0
-1.06872647,0.633665871,0
0.727424722,-0.577414943,0
0.292177669,0.237877782,0
0.805977662,-0.496505259,0
-0.008834785,0.820141926,1
1.657013238,-0.164642707,0
-0.033972407,0.863982528,1
-0.047822413,0.760095908,1
0.898744444,0.100997553,0
-1.29951378,-0.20520444,0
0.304036258,0.242682995,0
-0.070716531,0.750612358,1
-0.315596493,0.462063046,0
-1.168830649,0.535607201,0
-0.613463918,0.161998965,0
-0.565356988,0.241174478,0
-0.095639181,0.860152192,1
-0.116559778,0.86073043,1
-0.283231049,-0.763126416,0
0.67945775,-0.626548481,0
-0.140571184,0.782814339,1
-0.162717113,0.794779378,1
-0.176054208,0.896440006,1
-0.200229033,0.858760561,1
0.298378783,0.296616882,0
-0.056347678,0.493047754,0
-0.227494384,0.811674209,1
-0.24471358,0.837325967,1
-0.271450793,0.805578178,1
-0.269352817,0.910028144,1
-0.304381008,0.840554978,1
-0.337951899,0.788184738,1
-0.34808187,0.820789598,1
-0.555869321,0.28506531,0
0.919251529,-1.253012885,0
-0.4877861,0.348388008,0
-1.174793285,-0.826457717,0
-1.239777044,0.41255459,0
-0.380250559,0.779445979,1
-0.707166434,0.00863239,0
-0.377748715,0.83906797,1
-0.45287917,0.688144628,1
-0.437514994,0.772787427,1
-0.486080424,0.701623429,1
-0.825170985,0.905246403,0
-0.47760107,0.756498693,1
0.407566247,1.078746153,0
0.095347156,-0.835334397,0
-0.48150619,0.778342495,1
-0.465962173,0.831195346,1
-0.530720632,0.736662859,1
-0.351207748,-0.712325662,0
-0.318802841,0.497689717,0
-0.570228726,0.69171319,1
-0.541132445,0.755425713,1
-0.603768557,0.676055852,1
-0.647356065,0.629072394,1
-0.80887439,0.946920081,0
1.495163403,-0.576748555,0
-0.713902774,0.55457301,1
0.342028927,0.089293203,0
-0.664923837,0.629359472,1
0.725291541,-1.380994532,0
0.856317865,0.658600586,0
-0.685085607,0.61271524,1
-1.407101006,-0.352571147,0
0.042142086,0.403217753,0
-0.537741655,0.301100911,0
-0.648953434,0.658649091,1
0.085904511,0.499623222,0
-0.72438089,0.578607598,1
-0.715443212,0.589566035,1
-0.683174492,0.619527899,1
-0.757774887,0.546133715,1
-0.798524689,0.506862864,1
-0.784628982,0.514147053,1
-0.75987038,0.526681381,1
-0.840073548,0.45716761,1
-0.84375986,0.446052354,1
-0.455195688,1.128978902,0
-0.738793653,-0.13429164,0
0.24804935,0.353107225,0
0.745163603,0.794421254,0
0.904628414,0.535324053,0
-0.862386692,0.423438796,1
-0.801914759,0.450446144,1
0.366578876,1.039965737,0
-0.910042864,0.371012018,1
-0.884848685,0.372491929,1
0.123707795,0.467795997,0
0.463371601,-0.752232002,0
-0.873809157,0.363344021,1
-1.283806798,0.262529818,0
-0.487647051,-0.582658291,0
-0.907858415,0.329701433,1
-0.680584843,-1.279132532,0
-0.786393847,0.369424502,1
-1.144850548,0.614365888,0
-1.025799613,-0.979432407,0
-0.449570354,-0.591012714,0
-0.887465269,0.303583282,1
0.875329416,-0.345884115,0
-0.208158437,0.546709534,0
-0.953735468,0.256862542,1
-1.148340829,-0.698369958,0
-0.36158155,1.18145495,0
-1.325063498,-0.461580345,0
-0.948332819,0.239958958,1
0.940741949,0.315563631,0
0.886243771,0.62703693,0
-0.428368123,-0.636392846,0
0.347929088,0.146910927,0
-0.988969254,0.205740459,1
-0.93779633,0.202204071,1
1.203165913,-1.028140254,0
-0.957375803,0.174323998,1
-0.843137582,0.915693742,0
-0.972776676,0.147836939,1
-0.502657687,1.135779349,0
0.764264295,-1.356521666,0
1.204202532,-1.039480341,0
-0.901031123,0.142120651,1
0.25021468,-1.460467822,0
0.471397618,-1.467996584,0
0.374737845,1.069605859,0
-0.983083158,0.099555245,1
0.406766454,0.03475844,0
-0.192345707,1.171159643,0
-0.956735522,0.080693852,1
-0.161901249,1.188035382,0
-0.103486036,1.25729518,0
-0.980805051,0.051965807,1
0.330933332,0.050384407,0
-0.026308041,-0.858479352,0
0.155130785,0.425509839,0
0.721521575,0.814315204,0
0.881147099,0.616330009,0
-0.993323184,0.025550394,1
-1.03312348,-0.00351451,1
-0.939267951,-0.020120958,1
-0.992184922,-0.049859666,1
-1.068016836,-0.077783477,1
0.777799729,0.74661349,0
-1.007101845,-0.101438499,1
0.988133903,0.049637099,0
0.350936027,0.183383696,0
-1.003140485,-0.127051343,1
-0.725772827,0.981480064,0
0.355941755,0.071587146,0
-0.975417029,-0.153988169,1
-1.081177109,-0.172636178,1
-1.051235099,-0.199030994,1
0.094979979,0.434948572,0
0.428178318,0.04590098,0
-0.906201398,-0.240986361,1
-0.962839424,-0.260039941,1
-0.333325807,1.186697292,0
-0.714127903,-0.315897701,0
-0.582141032,0.221826835,0
-0.964243092,-0.285522574,1
-0.231317939,1.075742999,0
0.684932362,-0.612896445,0
-0.988979172,-0.305828662,1
-1.028721748,-0.320926561,1
0.321427337,0.039554302,0
-0.411308577,-0.66016948,0
-0.490051641,-0.577477495,0
-1.041910807,-0.340118132,1
-0.333737133,0.484732533,0
-1.056088257,-0.35767341,1
-0.991149114,-0.398255853,1
0.223099794,-0.842562245,0
0.312226277,1.058431686,0
-0.004710259,0.420316823,0
0.977246874,-0.24732596,0
-0.26865956,-0.76932961,0
0.473833828,0.988968765,0
-0.968185454,-0.427472059,1
-0.309087652,0.450112635,0
0.993841815,-0.025481998,0
0.808092993,-0.499130876,0
0.988682712,0.075444284,0
-0.911859532,-0.469361846,1
0.115596695,0.503886401,0
0.438253544,0.113975828,0
0.381901479,-0.774461334,0
0.684774247,-1.332090166,0
-0.929917523,-1.072636237,0
-0.951885898,-0.47544386,1
-0.950703994,-0.495678498,1
-0.934356459,-0.521774717,1
-0.81197992,-0.599280482,1
-0.836458509,-0.607100556,1
-1.023986342,0.737552811,0
-0.981154467,-0.545740589,1
0.029770633,0.559437897,0
0.546436089,-1.444067496,0
0.319228035,0.029887331,0
-0.84443833,-0.637797534,1
-0.855852851,-0.645860603,1
1.001791084,0.455691607,0
-0.860066819,-0.656144773,1
-0.798147356,-0.710055603,1
0.912803378,-0.187316466,0
0.170612157,-1.502960238,0
-0.813027144,-0.71065341,1
-0.790882355,-0.736542494,1
-0.802232011,-0.734883549,1
-0.590618609,-0.238223562,0
0.348991121,0.137244917,0
-0.68196119,-0.842308337,1
-0.536981546,-0.473964875,0
-0.716436753,-0.818885577,1
-0.618838985,-1.314944705,0
-0.688742175,-0.848526407,1
0.282857071,1.071377115,0
-0.73862025,-1.242156068,0
-0.851330197,0.916627169,0
0.971921499,0.258682683,0
-0.529420299,-0.464664778,0
-0.702680716,-0.836692681,1
1.226223365,-1.01494536,0
0.553259923,0.940306676,0
-1.186839825,-0.751733557,0
-0.636260935,-0.904600979,1
-0.56522764,0.257636117,0
-0.098634467,-0.791969999,0
-0.720702485,-0.810377993,1
-0.254555673,-1.406830732,0
0.957428275,0.154829599,0
-0.626204542,-0.910532614,1
-0.642617125,-0.883016563,1
0.211570933,0.380207337,0
-0.554782376,-0.983500108,1
0.214206328,0.393384733,0
-0.580792805,-0.937584669,1
-0.544343038,-0.972748086,1
-0.118846958,-0.788776631,0
-0.546810037,-0.950044925,1
-0.904233409,0.871043434,0
-0.495768223,-1.007060085,1
0.363758749,-1.464402331,0
-0.141658943,-0.831544181,0
-0.507143502,-0.962245337,1
0.02962006,-0.81484533,0
-0.416374278,-1.09195354,1
-0.451825745,-0.994466652,1
-0.43846354,-0.980060152,1
-0.364250173,-1.092302206,1
-0.361146039,-1.052551324,1
-0.319982404,-1.098334163,1
0.877025353,0.482136147,0
-0.132257075,1.203849225,0
0.081712287,0.490641903,0
-0.188014153,-0.747133563,0
-0.274611737,-1.159339225,1
-0.285733497,-1.063019197,1
0.213804967,0.383938722,0
1.632458283,-0.393474459,0
-0.227044475,-1.167011966,1
-0.216713791,-1.119941361,1
-0.191725288,-1.11564514,1
-0.155733199,-1.153825116,1
-0.141357208,-1.094093459,1
-0.273220897,-1.469206373,0
-0.071409968,0.517335776,0
-0.101970103,-1.151220882,1
-0.535880437,-0.524513007,0
-0.062021256,-1.227365718,1
-0.043478934,-1.164484529,1
0.966606591,-0.126573536,0
0.189071035,0.413198887,0
-0.220083783,0.427764809,0
-1.307085151,-0.032030276,0
0.303304477,-0.756646358,0
-0.540574995,0.221539701,0
-0.62319179,-0.010718432,0
1.735692818,-0.225315516,0
-0.013812649,-1.173251851,1
-0.373238613,0.442825969,0
0.022590158,-1.269116011,1
0.039065736,-1.073946972,1
0.072230204,-1.118237414,1
0.103251794,-1.141084627,1
0.896007512,-0.391010184,0
0.134176273,-1.121564211,1
0.940492604,0.182803428,0
-0.495205008,0.339001468,0
0.840353877,0.70704518,0
-0.317705219,0.480714831,0
0.163426768,-1.156705599,1
0.19370013,-1.152886899,1
-0.292073998,1.090904748,0
0.224878124,-1.140368833,1
-1.230102905,0.337212041,0
0.515447013,-0.795090957,0
1.486991758,-0.711435086,0
0.257682915,-1.118117633,1
0.314564626,0.211516465,0
0.298464215,-1.048618194,1
-0.457817727,-1.447948216,0
0.074575122,-0.854039713,0
0.332433282,0.270984995,0
-1.26057733,0.35365215,0
0.317106149,-1.122329294,1
0.341902241,-1.144527276,1
0.367161579,-1.157182935,1
0.389472918,-1.176164332,1
-0.405081099,0.415971798,0
0.452245397,-1.046395645,1
0.470191766,-1.080833144,1
0.254332547,0.351983156,0
0.687751695,0.850699296,0
-1.077992891,0.645597973,0
-0.649811693,0.081403861,0
0.44252598,1.092052073,0
0.499942693,-1.072240544,1
0.533934668,-1.050781649,1
0.173648593,-0.923006372,0
0.562612163,-1.043137776,1
-0.540736055,-0.325799804,0
-0.696695912,-0.266222752,0
0.564162489,-1.097413585,1
0.582827174,-1.104276702,1
0.626641962,-1.055827646,1
-0.516086804,0.312553042,0
0.983765816,-0.207548863,0
0.692383005,-0.968152814,1
-0.110712178,0.518043365,0
0.665012338,-1.056526108,1
-0.475094149,-0.595730407,0
-1.077024924,-0.908506652,0
0.694540474,-1.034804539,1
0.718971257,-1.020692382,1
0.80735241,-0.907559352,1
1.647427004,-0.354459424,0
1.304728342,-0.907016777,0
0.778308014,-0.972901725,1
-0.56482321,0.264410006,0
0.811744867,-0.942992281,1
0.874252986,-0.875304324,1
0.926551463,-0.823936852,1
-0.634290449,0.055006174,0
-0.500887231,-0.541650992,0
0.923043055,-0.839983078,1
0.221241747,0.357962168,0
0.872835437,-0.903346513,1
0.921582442,-0.852704579,1
0.987883524,-0.786068409,1
-0.000994856,0.474575061,0
0.135567238,1.239922769,0
0.352378205,0.062290239,0
0.336289444,0.108757001,0
0.937322605,-1.257155034,0
0.823746645,-0.484916614,0
0.968376021,-0.804647023,1
1.018512136,-0.75488773,1
-0.63188567,1.084583462,0
0.976244333,-0.786383786,1
1.079666054,-0.691917415,1
1.007194591,-0.740256076,1
1.096750261,-0.66055125,1
1.118051802,-0.633122518,1
-1.118569596,0.644442104,0
1.09783952,-0.632442541,1
1.200800324,-0.550852102,1
0.976008748,0.127630331,0
-0.678873453,0.159685272,0
0.073998239,0.46139547,0
1.215576234,-0.526572445,1
-1.123118679,0.650049769,0
1.241905587,-0.49478491,1
1.218459493,-0.488963325,1
1.272140309,-0.959021173,0
-0.452475639,-0.617453275,0
1.248314895,-0.453480003,1
-1.28326469,-0.136059648,0
1.14960555,-0.477669866,1
1.219117853,-0.421490677,1
1.261351997,-0.378994983,1
1.308739101,-0.335653086,1
1.31402722,-0.30824523,1
-0.945089101,-1.062159679,0
-0.803718003,-1.172594842,0
1.207437561,-0.315378948,1
-0.611196816,-0.045849043,0
1.037819025,-1.184693607,0
0.468887853,1.026901791,0
-1.283877837,0.202253033,0
1.29946288,-0.257998035,1
-0.078349748,-0.79365369,0
1.265688136,-0.237619445,1
-1.37965744,0.028247394,0
1.079592628,-1.147438317,0
1.413399101,-0.171767014,1
0.368774637,1.121352802,0
0.11198521,1.235549794,0
1.222614339,-0.183603397,1
1.349571048,-0.12661402,1
1.330105914,-0.098496539,1
1.379173094,-0.059815299,1
1.322216414,-0.034283619,1
1.25809246,-0.005987478,1
1.342506293,0.033949126,1
1.291572464,0.065951069,1
1.277721857,0.100826645,1
1.349874691,0.134610754,1
-1.204321395,-0.55940463,0
1.299389362,0.170507647,1
1.345349085,0.201883653,1
1.340189668,0.23574413,1
0.050840526,-0.808079455,0
1.290172758,0.275135908,1
-0.131949554,0.597649503,0
0.724299114,-0.574023529,0
-0.575852943,-0.472997291,0
-1.223339953,-0.688515551,0
1.320301696,0.304776821,1
-0.639247023,0.161621501,0
0.365538311,0.153662854,0
-0.023051304,-1.447984907,0
0.360238947,-0.707290919,0
1.285702528,0.343750331,1
1.387302299,0.356558836,1
1.285558802,0.409696366,1
-0.71982393,-1.246214972,0
1.362780232,0.421953363,1
1.307282019,0.466589734,1
0.629165638,-1.393503183,0
-0.601672734,-0.414511733,0
1.2397552,0.517041104,1
0.965232668,-0.193443997,0
1.233072345,0.549711741,1
0.512477218,-0.745690513,0
1.257927869,0.570117877,1
0.686629344,0.828639757,0
-0.084441862,0.518256813,0
1.170761373,0.632053169,1
-0.642476496,-0.10244387,0
0.017825697,-1.483298455,0
0.612520603,0.909269506,0
0.904652516,-0.296097471,0
1.264014159,0.621289852,1
1.160229726,0.6929708,1
0.83797832,0.624664731,0
1.207407068,0.6962428,1
1.224705337,0.710316336,1
-0.848693298,-1.146837481,0
1.189369082,0.750344843,1
0.139288542,-0.815456299,0
-1.255603336,-0.449242466,0
-0.264049489,1.067307433,0
1.09727197,0.823810639,1
0.308519599,0.077656455,0
1.142177447,0.817006736,1
1.078156577,0.875909069,1
1.039109615,0.919928027,1
1.057002095,0.923059685,1
-1.018917757,0.754883735,0
1.04421676,0.94569427,1
0.630373186,-0.652581692,0
-1.011471731,0.755988921,0
1.073820566,0.932348547,1
1.023628908,0.981276867,1
-0.964637979,-1.041762383,0
0.992516069,1.014319596,1
0.941647298,1.06539749,1
0.489943667,-0.807273144,0
-0.558372534,0.2745596,0
0.957506391,1.051761373,1
-0.300457528,-1.583310446,0
0.007795552,1.231256092,0
0.139464295,0.424640934,0
-0.966158355,-1.019241735,0
0.847515451,1.163669239,1
0.902007551,1.103195735,1
0.198883541,-0.870325991,0
0.894548014,1.10366345,1
0.831926639,1.167170043,1
0.840390429,1.142791854,1
-0.337190839,-0.691055311,0
0.442349267,-1.439966132,0
0.854860022,0.670813147,0
0.748356202,1.247101255,1
0.740193476,1.239923095,1
0.689313566,1.291931165,1
0.643860149,1.337290626,1
0.640389441,1.313534845,1
1.442287833,-0.66191809,0
-0.583961541,0.161524057,0
0.611675074,1.32767128,1
-0.405712311,-1.358723862,0
-1.324589211,0.162307858,0
0.561119952,1.38071779,1
-0.098364338,0.583211582,0
-0.212531721,-0.805703522,0
0.554400441,1.348517435,1
-0.708703726,-0.168717096,0
0.52239232,1.362034668,1
-0.404436076,1.117879192,0
0.492983048,1.3674015,1
-0.243139865,-0.795465624,0
0.037494018,1.210728302,0
0.443332611,1.419198752,1
0.42954098,1.379917254,1
-0.042472455,1.138544428,0
-0.748918085,-0.179989891,0
-0.60398657,0.225117613,0
0.412008271,1.340687729,1
0.372004084,1.360407259,1
1.679030644,-0.081205123,0
1.521032212,-0.500857135,0
-0.004261649,-0.87607128,0
-1.343299347,-0.268573727,0
0.321715039,1.414739494,1
0.279108195,1.447081216,1
0.841563334,0.604453221,0
0.246236582,1.441607219,1
0.212635221,1.433685196,1
0.154465673,1.550729668,1
0.141739562,1.417669786,1
-0.373100484,-0.669210163,0
0.09394516,1.489063946,1
0.053860886,1.518103827,1
0.826804643,-0.405150569,0
0.014013212,1.556303708,1
-0.009635775,1.342224533,1
-0.05784126,1.538212649,1
-0.09412318,1.43931658,1
-0.145056113,-1.396990114,0
0.920921381,-0.250273851,0
0.321447303,-0.771811795,0
0.384819419,-0.819412725,0
-0.132475927,1.510291061,1
-0.591717329,-0.471064371,0
-0.2616277,0.517163202,0
0.004881147,-0.785573329,0
-1.222561507,0.486806101,0
-0.624667093,-0.250052602,0
-0.967792352,-1.041583021,0
-0.166490851,1.598660682,1
-0.72422757,0.94928908,0
-0.20918143,1.493273448,1
-0.247533653,1.489043241,1
-0.286577641,1.478348443,1
-0.928313808,0.833814171,0
1.019120697,0.002028769,0
1.093736746,0.347037913,0
0.75215142,0.755102148,0
-0.312663517,1.558041366,1
-0.355468401,1.512898414,1
-0.579637909,1.111257174,0
-0.643601177,-1.308152071,0
0.829857761,-1.328257027,0
-0.389646975,1.520363004,1
-1.294923226,0.229952931,0
-0.427146496,1.50800902,1
-0.47026561,1.472522828,1
0.994519082,-0.142094644,0
-0.869106646,0.90749342,0
0.489909249,-1.525304784,0
-0.569126698,1.026728497,0
-0.513365887,1.440656439,1
-0.159144331,0.555103576,0
-0.556497455,1.411024732,1
-0.601130172,1.378414406,1
-0.647204394,1.343477602,1
0.990929377,0.329557794,0
0.54732066,0.968490933,0
0.310580311,0.256652868,0
-1.344226385,0.272005621,0
-0.688083471,1.323591747,1
-0.698721886,1.375242405,1
-0.680644332,1.48048287,1
-0.791969767,1.298736569,1
-0.627929949,0.072446894,0
-0.793690048,1.350064007,1
1.508133571,-0.600852823,0
-0.817450665,1.351099475,1
-0.505402195,1.056158635,0
-0.844618319,1.342351644,1
0.301000381,0.276258191,0
-0.906292457,1.274241388,1
-0.944078873,1.246690947,1
1.058916334,-1.189958819,0
-0.632398714,-1.246254326,0
-0.972739355,1.231642577,1
-1.007810159,1.205424273,1
-1.096836766,1.106907928,1
-1.127801738,1.08712318,1
-1.121147617,1.110231225,1
